rank,smiles,postera_code
1505,Cc1ccccc1CNc1ccccc1NC(=O)C(O)c1cccnc1,BAR-COM-4e0-3
1506,CC(NC(=O)CCc1cccc(S(N)(=O)=O)c1)[NH+]1CCC(O)CC1,MAK-UNK-1cb-9
1507,CS(=O)(=O)NCC(c1ccccc1)c1nnc(CN2CCC=C(F)C2)s1,MAK-UNK-814-9
1508,CC(=O)c1ccc(C)c(S(=O)(=O)N2CCN(C(=O)N(C(C)=O)C3=CNCC=C3C)CC2)c1,SEL-UNI-c5c-1
1509,COc1ccc(-c2csc(CC(=O)Nc3cnccc3C)n2)cc1,GAB-REV-70c-15
1510,Cc1ccncc1-c1ccc(=O)n(-c2cccc(C(=O)Nc3ccco3)c2)c1,BEN-VAN-578-5
1511,C=C(Cc1ccno1)C(=O)N1CCN(Cc2cccc(C#N)c2)CC1,SEA-TRI-f93-1
1512,CN(Cc1csc(S(N)(=O)=O)n1)C(=O)NC[NH+]1CCC(O)CC1,MAK-UNK-1cb-10
1513,CC(=O)NCCc1c[nH]c2c(NCc3ccccc3C#N)cc(F)cc12,GAB-REV-4a4-13
1514,CS(=O)(=O)c1ccc(N(C(=O)Nc2cccnc2)c2ccccc2)cn1,MAK-UNK-f0b-1
1515,NC(=O)[C@H]1CCC[C@H]1c1csc2cc(S(N)(=O)=O)ccc12,PET-SGC-481-2
1516,Cc1ccncc1N1C(=O)CCN(CC(N)=O)C1=O,KIM-UNI-60f-4
1517,C[NH2+]Cc1cc(-c2ccccc2F)n(C(CCNC(=O)OC)c2cccnc2)c1,MAK-UNK-095-4
1518,N#Cc1cccc(N(CCN2CCCOCC2)C(=O)Nc2cccnc2)c1,JOR-UNI-61e-10
1519,CCOC1CCC(C#N)c2cc(C(N)=O)sc21,DOU-UNK-b53-13
1520,COc1cccc(NC(=O)C(=O)[C@H](C[C@@H]2CCNC2=O)NC(=O)[C@H](CC(C)C)NC(=O)Nc2c(F)ccc(O)c2F)c1,YUN-WES-58b-10
1521,CC(=O)CC1CCN(c2cccnc2)C(=O)N1c1cccnc1,EMI-TUK-6c6-1
1522,CC(=O)NC=Cc1c[nH]c2c(CCNS(C)(=O)=O)cc(F)cc12,SAM-UNK-83e-2
1523,N#Cc1cccc(N(CC2CCCCC2)S(=O)(=O)c2ccccc2F)c1,WAR-XCH-bdd-38
1524,C#CC(=O)OCN1CCCC(N(CC2CCCCC2)C2CCC(O)CC2)C1,WAR-XCH-72a-13
1525,Cc1ncncc1NC(=O)Nc1ccccc1,HAN-NEW-5f5-1
1526,NCc1cc2c(S(N)(=O)=O)cccc2n1C(=O)N1CCC(O)CC1,HAR-NEW-e34-8
1527,Cc1ccncc1-c1ccc(=O)n(-c2cc(Cl)cc(N3CCCC3=O)c2)c1,BEN-VAN-578-6
1528,O=c1c(O)c(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c12,PA -PI -d31-3
1529,CC(=O)NCCc1c[nH]c2c(Cc3cccc(-c4ccn[nH]4)c3)cc(F)cc12,GAB-REV-4a4-1
1530,O=S(=O)(NCCc1ccccc1)C(c1ccsc1)N1CCC(O)CC1,MAK-UNK-310-4
1531,C[NH2+]Cc1cc(-c2cc(OC(=O)c3ccc(S(N)(=O)=O)cc3)ccc2F)n(S(=O)(=O)c2cccnc2)c1,MAK-UNK-de9-8
1532,CC(NC(=O)c1ccccc1OC1CCCCC1)c1cnccn1,BAR-COM-4e0-26
1533,O=S(=O)(NCCc1ccccc1)c1sccc1CN1CCC(O)CC1,MAK-UNK-310-1
1534,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,AME-NAT-624-1
1535,O=C(Cc1ccccc1)Nc1cnccc1CCNC(=O)N1CCCCC1,DAR-DIA-033-9
1536,CCNc1ncc(C#[N+2])cc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516-17
1537,CN1CCCc2ccc(S(=O)(=O)N(C)Cc3cc(-c4ccccc4F)n(S(=O)(=O)c4cccnc4)c3)cc21,MAK-UNK-9a6-3
1538,CC(=O)N1CCN(S(=O)(=O)c2cccc(Cl)c2)[C@@H](NCCc2cc(Cl)cc3cc(C)[nH]c23)C1,BEN-DND-362-4
1539,Nc1nnnn1-c1cccc(C(=O)Nc2c(-c3cccnc3)nc3ccccn23)c1,BAR-COM-4e0-2
1540,C[NH2+]Cc1cc(-c2ccccc2F)n(S(=O)(=COC(=O)c2ccc(S(N)(=O)=O)cc2)c2cccnc2)c1,MAK-UNK-de9-22
1541,CN1CCN(CCN(C(=O)Nc2cccnc2)c2cccc(Cl)c2)CC1,JOR-UNI-2fc-11
1542,CCO/C=C/NC(=O)N(CNC(=O)C1CCCCC1)Cc1cc(C)on1,ALI-DIA-59c-6
1543,CC[NH+]1CC[NH+](Cc2ccccc2CNC(=O)[C@@]2(C)CCN2C(=O)OC(C)(C)C)CC1,FRA-BIO-8bf-3
1544,C[C@H](C(=O)[O-])c1ccc2c(c1)[nH]c1cnc(Cl)cc12,MAK-UNK-0d6-7
1545,Cc1ccc(OC2OCC(c3ccsc3)C(O)C2O)cc1,MAK-UNK-ace-4
1546,CC(CCCc1ccc(S(N)(=O)=O)cc1)C(CCCNS(C)(=O)=O)C(=O)Nc1c[nH]c2ccccc12,WAL-WAB-c14-1
1547,CC(=O)NCCc1c[nH]c2c(Nc3ccc4ncccc4c3)cc(F)cc12,GAB-REV-4a4-11
1548,CCNc1ncc(C#N)cc1CCNS(C)(=O)=O,BEN-DND-362-6
1549,CCNc1ccc(C#N)cc1Cc1ccc2c(c1)C(=O)CC2,MAK-UNK-516-31
1550,Cc1ncc(O)c(CNC(CS)C(=O)O)c1COP(=O)(O)O,CHE-IND-e4c-1
1551,CC(=O)N1CCN(Cc2cccc(N3CCCCC3)c2)CC1,PAT-UNK-b2d-3
1552,CC(C)(C)OC(=O)Nc1cccn(C(c2cc(C(=O)C(=O)NCc3ccccc3)cc3[nH]cc(C=O)c23)C2CC2)c1=O,ADR-MCR-f27-1
1553,NS(=O)(=O)c1ccc(N2CCC(Nc3cccc4ccccc34)CC2)cc1,WAR-XCH-b68-28
1554,CCC1CCCC(C2Cc3c(ccc(O)c3O)C(C[NH3+])O2)O1,MAK-UNK-208-10
1555,CC(=O)N1CCN(CN2CCCOCC2)CC1C,JOH-UNI-27a-6
1556,C[NH2+]CCN1C=C(F)CC(C2(c3ccc(C)cc3)CC2)C1,DAR-DIA-a80-2
1557,Cc1[nH]nc(-c2c[nH]c3c(C4CC(CO)CC4C(=O)Nc4cccnc4)cccc23)c1C,JAC-SHE-db4-1
1558,NS(=O)(=O)c1ccc(N2CCC(c3ccco3)CC2)cc1,WAR-XCH-b72-7
1559,Cc1ccnc(F)c1NS(=O)(=O)/C=C/NC(=O)C1CCCC1,AGN-NEW-931-4
1560,CC(=O)N1CCN(C(C(=O)Nc2cccc(N3CCCC3=O)c2)c2ccsc2)CC1,MAK-UNK-902-4
1561,CC(C)N(C)C(=O)C1CCN(C(=O)CC[NH2+]Cc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)CC1,MAK-UNK-8fd-32
1562,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,MAK-UNK-0cb-10
1563,Cc1ccc(-c2c(C[NH+]3CCC(O)CC3)cnn2-c2cccc(C)c2)cc1,MAK-UNK-e4a-3
1564,NS(=O)(=O)c1ccc(OC2(CC(=O)Nc3cccnc3)CCCCC2)cc1,CHR-SOS-70e-2
1565,NS(=O)(=O)c1ccc(N2CCC(c3ccsc3)CC2)cc1,WAR-XCH-b72-16
1566,CN1CCN(C(=O)C(=O)C(Cc2ccccc2)NC(=O)c2ccn(C)n2)CC1,MAR-SOS-82e-5
1567,CC(=O)NCCc1c[nH]c2c(C3CN(C(C)=O)Cc4ccccc43)cc(C#N)cc12,JOH-MSK-2d8-1
1568,CC/C=C\Cn1cc(C[NH2+]C)cc1-c1ccccc1F,MAK-UNK-095-20
1569,Cc1ccc(CCCNC(=O)CC(C)O)cc1,NEL-UNI-146-7
1570,c1cnc2nc(SCCC34CC5CC(CC(C5)C3)C4)nn2c1,AUS-ARG-7cf-18
1571,CNc1cnc(-c2sccc2[C@@H]2CCC[C@H]2C(=O)NC(=O)OC)nc1,BEN-VAN-d2b-5
1572,CS(=O)(=O)NCCc1cccc(C(=O)NC(Cc2ccc(O)cc2)C(=O)NCC#CBr)c1,MAK-UNK-c44-13
1573,O=C(Nc1ccccc1)c1ccccc1,CHR-SOS-709-9
1574,[NH3+]CC1OC(C2C(O)CCC(O)C2O)Cc2c1ccc(O)c2O,MAK-UNK-198-14
1575,Nc1cnc(OC(=O)N2CCN(C(=O)c3ccsc3)CC2)nc1,LIZ-THE-f11-1
1576,O=C(Nc1ccnnc1)NC(Cc1ccccc1)C(=O)N1CCCC1,BAR-COM-4e0-56
1577,Cc1ccncc1NC(=O)Nc1ccccc1,ALE-HEI-f28-1
1578,NC(=O)c1cc2c(s1)C1NC=C(C3CC3)C1CC2Cl,DOU-UNK-b53-9
1579,Cc1cc(Cl)cc(NC(=O)Nc2cccnc2)c1,WAR-XCH-eb7-5
1580,NS(=O)(=O)c1ccc(N2CCC(CN3CCSCC3)CC2)cc1,WAR-XCH-b72-21
1581,CC(=O)N1CCN(C(C(=O)N2CCN(Cc3ccsc3)CC2)c2cccs2)CC1,MAK-UNK-902-2
1582,CCNc1ccc(F)c(Cc2cc(Cl)cc(NCC(=O)Nc3cccnc3)c2)n1,BEN-VAN-c4c-1
1583,CC(C)N(C)C1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b68-53
1584,O=C(CCl)C1NCN(S(=O)(=O)C2CCCCC2F)CC1=O,DAV-CRI-10b-1
1585,CC1OCCN(c2cnc(C#N)c(C(=O)Nc3ccccc3)c2)C1C,JOH-UNI-522-13
1586,NC(=O)C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1Cc1ccccc1,MAR-SOS-82e-10
1587,CCNc1ccc(F)c(Cc2cc(Cl)cc(NCC(=O)Nc3ccc(F)nc3)c2)n1,BEN-VAN-ed8-6
1588,CC(=O)NCCc1c[nH]c2c(CC(=O)Nc3ccncc3)cc(F)cc12,TAM-UNI-c14-2
1589,Cc1ccc(OCC(=O)c2c[nH]c(C[NH+]3CCC(O)CC3)n2)cc1,MAK-UNK-ace-22
1590,CNc1cnc(-c2sc(F)cc2[C@@H]2CCC[C@H]2C(=O)NC(=O)OC)nc1F,BEN-VAN-d2b-22
1591,CC(=O)NCCc1c[nH]c2ccc(CC(=O)N3CCN(S(=O)(=O)c4cc(C)ccc4C)CC3)cc12,JAR-IMP-ed4-19
1592,CNC(=O)NC1=C([C@H](C)C(=O)NC)CC(O)C1,JON-UIO-cc9-7
1593,CC(CNc1ccc(C#N)cn1)Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,MAK-UNK-148-9
1594,O=C(CC1CCCC(S(=O)(=O)NCCc2ccccc2)C1)Nc1cccnc1,MAK-UNK-b2c-8
1595,COc1ccc([C@@H](CNS(C)(=O)=O)C(=O)Nc2cnccc2C)cc1,DAN-RED-da4-13
1596,O=C1Nc2c(cc(-c3ccncc3)cc2C(F)(F)F)C1=O,NAU-LAT-ec9-2
1597,CC(=O)NCCCC1Cc2c(ccc(O)c2O)C(C[NH3+])O1,MAK-UNK-c7a-1
1598,Cc1ccncc1N1C(=O)CCN(CC(=N)N)C1=O,KIM-UNI-60f-3
1599,CC(=O)Nc1cnccc1Cc1ccc(CCNC(=O)NC2CCCCC2)c(NC(=O)CCc2ccccc2)c1,MAK-UNK-f24-35
1600,Cc1ccc(NCC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)cc1,WAR-XCH-b72-43
1601,NC(=O)CC1Cc2ccccc2CC1Nc1cccnc1,MIH-UNI-339-13
1602,CC(=O)C(=O)C(=O)NC1=C(C(=O)C(=O)C(=O)CC2=COC=CC2)OCO1,WIL-LEE-364-1
1603,OCc1ccncc1-c1nc[nH]c1Cc1cnc[nH]1,MUS-SCH-c2f-13
1604,Cc1ccc2c(-c3cnc(N)nc3)c(-c3ccc(F)cc3)nn2n1,ÁLV-UNI-7ff-35
1605,CCOc1cnc(-c2c(C)cc(Cl)nc2F)cc1-c1cc(Cl)cc(C(=O)Nc2ccco2)c1,BEN-VAN-578-19
1606,CC(C)C[C@H](NC(=O)NCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)Nc1cc(O)c(F)cc1F,YUN-WES-58b-7
1607,O=C(Cn1ccc2cc[nH]c2c1=O)NC(CC1CCNC1=O)C(=O)C(=O)NC12CCC(C1)C2,JIG-UNK-11b-3
1608,CC(C)c1cc(Cl)cc(S(=O)(=O)/C=C/c2cccnc2)c1,AGN-NEW-891-5
1609,Cn1cc(NC(=O)Nc2cccnc2)cn1,DAR-DIA-842-2
1610,Cc1ccc(CCCNC(=O)CC(O)O)cc1,NEL-UNI-146-2
1611,Cn1ccc(CN(C(=O)Cn2nnc3ccccc32)c2ccc(NC(=O)c3ccccc3)cc2)c1,RUT-UNI-630-5
1612,CS(=O)(=O)NCCc1cc(NCC(=O)Nc2cccnc2)c2ccncc2c1Cl,SER-UNI-985-1
1613,CCNc1ccc(C#N)c2ccc(S(N)(=O)=O)cc12,PET-SGC-606-1
1614,NS(=O)(=O)c1cccc(Oc2cc(Cl)cc(C(=O)Nc3cccnc3)c2)c1,CHR-SOS-709-22
1615,CC(=O)N(C(=O)N1CCN(c2ccccc2)CC1)c1cnccc1C,SEL-UNI-842-4
1616,CC(C)(C)OC(=O)Nc1ccc(-c2ccccc2CC(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NC2CC2)[nH]c1=O,HUB-UNK-984-6
1617,C[NH2+]Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2ccc(OC(=O)c3ccc(S(N)(=O)=O)cc3)nc2)c1,MAK-UNK-de9-19
1618,CC(=O)NCCc1c[nH]c2c(N(C)Cc3ccc4[nH]ncc4c3)cc(F)cc12,GAB-REV-4a4-17
1619,N#Cc1ccc(C(=O)CCl)c2c1[nH]c(=O)n2-c1cccnc1,NIM-UNI-0ea-3
1620,O=S(=O)(NCCc1ccccc1)C1CC(O)CCN1Cc1ccsc1,MAK-UNK-310-5
1621,O=C1C(=O)N(CCn2nnnc2S(=O)(=O)Cc2ccccc2)c2ccccc21,NAU-LAT-ec9-4
1622,Cc1nnc(Cn2c(C3CCC(=O)N3)nnc2N2CCNC(=O)C2)s1,KUS-THE-322-22
1623,Cc1nnc(CC(=O)Nc2cccnc2)s1,ALE-HEI-f28-5
1624,CC1CN(CN2CCCOCC2)CCN1C#N,JOH-UNI-27a-14
1625,c1ccc2ncc(CN3CC(Cc4ccoc4)C3)cc2c1,JAR-KUA-672-9
1626,NS(=O)(=O)c1ccc(N2CCC(CNc3cccc(Cl)c3)CC2)cc1,WAR-XCH-b72-46
1627,CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CN(N)Cc1ccccc1)C(=O)O,YIA-UNI-71f-2
1628,Cc1ccccc1CN1CCN(C(=O)N2CCN(C(=O)C(C)F)CC2)CC1,JON-UIO-066-16
1629,O=C(/C=C/c1cnc2ccccc2n1)c1cccc([N+](=O)[O-])c1,DR.-DNY-ae1-9
1630,O=C(Cc1ccsc1)Nc1cccnc1,DAR-DIA-842-10
1631,CC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCNC(N)=O)C(N)=O,SAL-INS-68b-8
1632,Cc1ccncc1NC(=O)CNc1ccnc2ccccc12,GAB-REV-70c-4
1633,CS(=O)(=O)Cc1ccc(C(=O)Nc2cccnc2)o1,ANT-DIA-3c7-4
1634,COc1ccc(-n2cc(C[NH+]3CCN(C(C)=O)CC3)[nH+][nH+]2)cc1,JOH-UNK-14e-7
1635,O=C1NCCC1=CC(=O)N1Cc2ccccc2[C@H](c2ccccc2)C1,RAI-NOV-a7d-2
1636,C[NH2+]Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccc(OC(=O)c3ccc(S(N)(=O)=O)cc3)c2)c1,MAK-UNK-de9-20
1637,O=S(=O)(Cc1cc(O)cc(Cl)c1)Nc1cccnc1,AGN-NEW-891-3
1638,CC(=O)NCCc1c[nH]c2c1cc(Cl)c1cc(CCCC(=N)N)sc12,JOH-CHE-350-2
1639,C[C@H](C(=O)[O-])c1ncc2c(n1)[nH]c1ccc(Cl)cc12,MAK-UNK-0d6-32
1640,CC(=O)NCCc1cnc2c(CCNS(C)(=O)=O)cc(Cl)cn12,BEN-DND-362-7
1641,N#CCNC(=O)c1ccccc1S(N)(=O)=O,WIL-NOV-649-4
1642,CC(=O)Nc1ccc2oc(-c3ccccc3)c(O)c(=O)c2c1,NAU-LAT-ec9-1
1643,C[NH+]1CC(O)C(CSCCOC[NH2+]CCc2ccccc2)C1,MAK-UNK-194-4
1644,CN1CCN(c2ccc(C3NC(=O)c4ccccc43)cc2S(N)(=O)=O)CC1,DR -UNK-640-8
1645,NS(=O)(=O)c1cccc(OC2(CC(=O)Nc3cccnc3)CCC2)c1,CHR-SOS-70e-10
1646,C[NH2+]CCN1C=C(F)CC(C2(c3ccc(Cl)cn3)CC2)C1,DAR-DIA-a80-4
1647,O=S1(=O)CCC(N2CCN(c3nc(-c4cccnc4)nc4ccccc34)CC2)C1,AUS-ARG-7cf-15
1648,COc1cc2c([C@@H](C)CNC(C)=O)c[nH]c2cc1Cl,JOH-MSK-ec6-1
1649,O=C(NC(Cc1ccccc1)C(=O)C(=O)N1CCN(c2ccccc2)CC1)C1CCCN1,MAR-SOS-82e-2
1650,CCNc1ncc(C#N)cc1Oc1ccccc1,LIZ-THE-702-2
1651,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cccc(Cl)c1,CHR-SOS-709-2
1652,N#CN1CCN(C(=O)N2CCCOCC2)CC1,JOH-UNI-27a-17
1653,O=C(NCCBr)Nc1cccnc1,ALE-HEI-f28-15
1654,O=C(O)CCC1=CC=NC2NC=C(NC(=O)Nc3cccc(O)c3)C12,JAN-LUN-3e0-7
1655,Cc1ccncc1NC(=O)Nc1cc(C#N)cnc1CCNS(C)(=O)=O,TRY-UNI-1fd-3
1656,COc1cccc(CNC(=O)N2CCN(C(=O)N3CCCCC3)CC2)c1,LUI-IND-2c4-3
1657,N[C@H](C(=O)[O-])c1ccc2c(c1)[nH]c1ccc(Cl)cc12,MAK-UNK-0d6-26
1658,Cc1ccc(C(=O)/C=C/c2cnc3ccccc3n2)cc1,DR.-DNY-ae1-6
1659,O=C(Nc1cccc(Cl)c1)Nc1cnccc1CCNC(=O)NC1CCCCC1,DAR-DIA-033-3
1660,Cc1ccc2c(-c3ccc4cn[nH]c4c3)c(-c3ccc(F)cc3)nn2n1,ÁLV-UNI-7ff-31
1661,C[NH2+]Cc1cc(-c2ccc(CNc3ccc(C#N)cn3)cc2F)n(S(=O)(=O)c2cccnc2)c1,MAK-UNK-148-21
1662,N#CN1CCN(C2(N3CCCOCC3)CC2)CC1,JOH-UNI-27a-15
1663,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)OC(C)(C)C,OLE-CAR-5b1-12
1664,CCNc1ncc(C#N)cc1CN1CC2(C1)CN(C(C)=O)C2,JAN-GHE-fd8-4
1665,N#Cc1cccc(NC(=O)Nc2c[nH]c3ncccc23)c1,DAR-DIA-23a-11
1666,CC(=O)CCN(C(=O)N(C)c1cccnc1)c1cccnc1,EMI-TUK-b78-2
1667,O=C(NC1=CC=C(F)C1)Nc1ccc(CNc2ccccc2)cc1,CAS-DEP-e17-2
1668,COc1cc(-c2cccs2)cc(CS(=O)(=O)Nc2c(C)ccnc2F)n1,AGN-NEW-931-6
1669,c1ccc(CC[NH2+]Cc2ccsc2)cc1,MAK-UNK-194-10
1670,CC(=O)N1CCN(S(=O)(=O)c2cccc(Cl)c2)[C@@H](N(CCc2ccccc2)C(C)=O)C1,BEN-DND-362-5
1671,O=C(C1C=C(NOO)C=CC1)S(=O)(=O)CCCC1=C(O)OCC=C1,WIL-LEE-364-22
1672,NC(=O)c1nc(F)cnc1OCC(=O)N1CCC(C(=O)N2CCCCC2)CC1,JON-CHE-41f-2
1673,COC(=O)c1cc(S(N)(=O)=O)ccc1CCC(=O)Nc1cnccc1C,PET-SGC-d0f-1
1674,CC1CCN(CN(C(=O)Nc2cccnc2)c2cccc(Cl)c2)CC1,JOR-UNI-2fc-14
1675,CC(=O)CC(C(=O)CCC1CC(F)C(=O)N1)c1c[nH]c2ncncc12,LEO-EVO-0d2-2
1676,CCC(CC)C(=O)N1CCC(C(=O)SCF)CC1,GIA-UNK-995-2
1677,Cc1ccnc2[nH]c(Cc3ccc4ccccc4c3)nc12,ÁLV-UNI-7ff-48
1678,CCNc1ncc(C#N)cc1N(CCC(=N)N)C(=O)Nc1cccnc1,JOR-UNI-61e-8
1679,N#Cc1ncc(N2CCOCC2)cc1C(=O)Nc1ccccc1,JOH-UNI-522-10
1680,C[C@H]1c2cnc([S@@](C)(=N)=O)cc2N(C2CCOCC2)CC1(F)F,DAV-AUT-fa2-1
1681,Cc1ccc(OCC(=O)NCC2NCCc3ccc(S(N)(=O)=O)cc32)cc1,NAU-LAT-42d-1
1682,CC(=O)N1CCN(Cc2[nH]c3cc(S(N)(=O)=O)ccc3c(=O)c2Cl)CC1,CHR-UNK-b46-1
1683,CO[C@@H]1C[C@@H](COc2cccnc2)N(c2ncccn2)C1,AUS-ARG-7cf-1
1684,Cn1ccc2cccc(C3(C#Cc4ccccn4)CCCCC3)c21,WAR-XCH-79d-16
1685,NC(=O)[C@H]1CC(CC2CC2)=C[C@H]1c1cccc(Cl)c1,DAR-DIA-43a-10
1686,CNc1ncc(C)cc1CNS(C)(=O)=O,MAR-UNI-9d4-3
1687,Cc1ccc(OCC(=O)N2CCN(c3ccc(C[NH+]4CCC(O)CC4)cc3)CC2)cc1,MAK-UNK-ace-20
1688,O=C(Nc1ccccc1)Nc1ccc(-c2nnc(CN3CCC=C(F)C3)s2)nc1,MAK-UNK-ae3-3
1689,CNC(=O)c1ccc(CS(=O)(=O)NCC(F)(F)c2ccc(F)cc2F)cc1,VIJ-CYC-1a3-3
1690,CCc1ccc(-c2noc(C(C)NC(=O)C(=O)NC(C)c3ccc(S(=O)(=O)NC)cc3)n2)cc1,VIJ-CYC-1a3-6
1691,Cc1noc(CC(NC(=O)NC(c2cncc(Br)c2)C2CC2)c2ccccc2)n1,BAR-COM-4e0-46
1692,CC1C(O)CCCN1Cc1ccccc1,MAK-UNK-643-9
1693,N#Cc1cncc(NC(=O)Cc2cncc(N)c2)c1,DAR-DIA-23a-7
1694,CS(=O)(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCC#CBr,MAK-UNK-c44-10
1695,COc1cccc2sc(NC(=O)C(=O)[C@H](C[C@@H]3CCNC3=O)NC(=O)[C@H](CC(C)C)NS(=O)(=O)NCc3ccccc3)nc12,YUN-WES-58b-5
1696,O=C(Nc1ccc(Oc2ncccn2)cc1)C(=O)N1CCN(Cc2cccs2)CC1,MAK-UNK-b1d-3
1697,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(Cl)cc1,WAR-XCH-79d-10
1698,NS(=O)(=O)c1ccccc1C(=O)NC[C@@H]1CCCO1,WIL-NOV-066-1
1699,O=C(O)CCCc1cncc(NC(=O)Nc2cccc(O)c2)c1,JAN-LUN-3e0-4
1700,CCNC(=O)C(CC1C=CNC1=O)NCC1C[C@H](C(N)=O)[C@H](C2CCSC2)C1,SAG-UNI-75a-1
1701,CC1([NH2+]Cc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)CCCc2ccc(S(N)(=O)=O)cc21,MAK-UNK-9a6-32
1702,O=C(Nc1ccccc1)Nc1c[nH]c2ncc(CNC(=O)c3ccccc3)cc12,NIC-UNI-0cb-1
1703,O=C(C1CCN(c2ccncc2)CC1)N1CCOCC1,GIA-UNK-30c-2
1704,CS(=O)(=O)Nc1ccc2c(c1)c(=O)n(-c1cncc([NH3+])c1)c(=O)n2-c1ncc[nH]1,NEH-REV-83a-1
1705,CC(=O)Nc1cnccc1-c1cccc(NC(=O)Nc2cccnc2)c1,MAK-UNK-129-2
1706,CNS(=O)(=O)c1ccc(C(C)NC(=O)C(=O)NC2CCC(NS(C)(=O)=O)CC2)cc1,VIJ-CYC-1a3-8
1707,NS(=O)(=O)C(=O)NCCC(=O)NC[NH+]1CCC(O)CC1,MAK-UNK-1cb-7
1708,CCC([NH2+]Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1)c1ccc(C#N)cn1,MAK-UNK-148-6
1709,CC(=O)N1CCN(C(O)c2cccs2)CC1c1cccc(N2CCCC2=O)c1,DOU-UNK-b53-8
1710,N#CC1(NC(=O)c2ccccc2S(N)(=O)=O)CC1,WIL-NOV-649-3
1711,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,CHR-SOS-709-1
1712,O=S(=O)(NCCc1ccccc1)c1ccoc1,MIH-UNI-6b9-6
1713,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,OLE-CAR-5b1-13
1714,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)NCC(N)=O,FAR-UNI-124-1
1715,CCc1c[nH]c2c(CN3CCN(C(C)=O)CC3)cc(F)c(Cl)c12,BEN-VAN-d8f-20
1716,Cc1ccc(C2OC(O)C(Nc3ccsc3)C(O)C2O)cc1,MAK-UNK-ace-7
1717,CCCNC1=NCC(C#N)C=C1CC1C(C)NC2=NC=CCC21,JON-UIO-cc9-3
1718,CC(C)NC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b68-23
1719,Cc1ccncc1NC(=O)C[C@@H]1CC[C@H](C(N)=O)[C@@H]1c1ccsc1,PET-SGC-a3e-1
1720,NCc1ccc(C(O)NC2CCC(C(=O)O)CC2)c(O)c1,RHY-UNK-4b2-2
1721,CC(=O)Nc1cnc(NN2CCC(c3cccc(C)c3Cl)CC2)nc1,LUI-IND-2c4-1
1722,O=C([O-])C(c1ccccc1)C(O)CC12C3=CC=CC=[Cu]34=C1[Cu]1(=CC=C4)=C2C=CC=C1,EMM-WAB-a20-1
1723,CC(C)(C)C(=O)N1CCC(C(=O)SCF)CC1,GIA-UNK-995-8
1724,CC(=O)N1CCN(Cc2cccs2)CC1,MAK-UNK-643-2
1725,Cc1ccncc1-n1c2c(ccc1=O)N(CCC(N)=O)CCC2,KIM-UNI-60f-10
1726,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2s1,OLE-CAR-5b1-4
1727,NS(=O)(=O)c1ccc(Br)c(S(=O)(=O)NCCc2ccccc2)c1,MAK-UNK-073-2
1728,CC(=O)Nc1cnccc1CNC(=O)C(NC(C)=O)NC(=O)NC1CCCCC1,MAK-UNK-f24-31
1729,Cc1ccncc1NC(=O)CC(=O)N1CCN(S(=O)(=O)c2ccsc2)CC1,MAK-UNK-726-3
1730,Cc1cc2oc3c(c(=O)c2cc1Cl)[C@@H](c1ccc(F)cc1)N(CCCO)C3=O,PAU-UNI-589-1
1731,CNc1cnc(-c2scc(Cl)c2[C@@H]2CCC[C@H]2C(=O)NC(=O)OC)nc1,BEN-VAN-d2b-3
1732,C[NH2+]CC1=CC(CNc2ccc(C#N)cn2)(S(=O)(=O)c2cccnc2)C(c2ccccc2F)=C1,MAK-UNK-148-13
