rank,smiles,postera_code
705,NS(=O)(=O)c1ccc2c(c1)N(CCC(CNC(=O)NC1CCCCC1)c1ccncc1)CCC2,PET-SGC-f91-1
706,CN1CCC([NH2+]Cc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)c2ccc(S(N)(=O)=O)cc21,MAK-UNK-9a6-29
707,O=C(c1ccccc1)N(CC1CCCCC1)S(=O)(=O)c1ccccc1F,WAR-XCH-bdd-37
708,N#Cc1cccc(NC(=O)Nc2cccnc2)c1,ANN-UNI-263-4
709,C[C@H](C(=O)[O-])c1ccc2c(c1)[NH2+]c1ccc(Cl)cc1-2,MAK-UNK-0d6-3
710,Cc1ccc(N(C(=O)C(=O)[C@H](C[C@@H]2CCNC2=O)NC(=O)[C@H](CC(C)C)NS(=O)(=O)NCc2ccccc2)C2C=CS(=O)(=O)C2)cc1,YUN-WES-58b-4
711,Cn1cc(CNC(=O)N(CCc2ccccc2)Cc2cccnc2)nn1,BAR-COM-4e0-47
712,Cc1c(N)cncc1NC(=O)Nc1cccc(C#N)c1,TRY-UNI-714-23
713,C[NH2+]Cc1cc(-c2ccccc2CN2CCCc3ccc(S(N)(=O)=O)cc32)n(S(=O)(=O)c2cccnc2)c1,MAK-UNK-9a6-2
714,Cc1cccc(C)c1OCC(=O)NCCc1ccccc1,ALE-UNK-fca-3
715,CN1c2cc(S(N)(=O)=O)ccc2CCC1C(=O)N1CCC(O)CC1,HAR-NEW-e34-6
716,Nc1cncc(NC(=O)Nc2cccc(Cl)c2)c1,DAR-DIA-23a-13
717,N#Cc1ccc(C(NS(=O)(=O)c2ccc(O)cc2)C(N)=O)cn1,MAK-UNK-995-13
718,Cc1nnc(CN2CCCc3ccc(S(N)(=O)=O)cc32)s1,NAU-LAT-42d-4
719,CNCC1CC1(C(=O)Nc1cccnc1)c1ccccc1,ADA-UNI-f8e-6
720,CCNc1ncc(C#N)cc1Nc1ccc2c(c1)C(=O)NC2,MAK-UNK-516-18
721,C#Cc1cccc(CN(C(=O)Nc2c(CN3CCOCC3)ccnc2C)c2nccc(C(C)C)n2)n1,AGN-NEW-817-1
722,O=C(CC1(C#Cc2ccnnc2)CCCCC1)Nc1cccnc1,CHR-SOS-b30-5
723,Cc1cc(CC2CN(Cc3ccc(C#CC(C)(C)O)s3)CC2O)on1,KUS-THE-322-9
724,CCc1cc(OC2CCCCCC2)c2c(c1)c(CN(C)C)cn2Cc1ccccc1,DAR-DIA-eac-9
725,O=C(NCc1cccnn1)NC(Cc1ccccc1)c1cccs1,BAR-COM-4e0-29
726,CC(=O)C(=O)C(=O)NC1=C(C(=O)C(=O)C(=O)CC2=COC=CC2)OCO1,WIL-LEE-364-1
727,O=C(Nc1ccccc1)N(c1cc2c(s1)CCCC2)C1CCC(O)CC1,WAR-XCH-bdd-30
728,CCCNC(=O)C(C)NC(=O)N(C)Cc1csc(C)n1,ALE-UNK-fca-9
729,O=C([O-])c1c[nH]c(Cl)c1CCc1ccnc(-c2cnccc2CO)c1,MUS-SCH-c2f-2
730,O=C(SCF)C1CCN(C(=O)c2ccco2)CC1,GIA-UNK-995-11
731,Cc1ncc(CCc2cccc(NC(=O)Nc3cccnc3)c2)[nH]1,BAR-COM-21d-5
732,Cc1cn2c(-c3ccnc4[nH]ccc34)c(-c3ccc(F)cc3)nc2s1,ÁLV-UNI-7ff-44
733,C#Cc1ccnc(CN(C(=O)Nc2c(CN3CCOCC3)ccnc2C)c2nccc(C(C)C)n2)n1,AGN-NEW-817-3
734,CC(=O)NCc1c[nH]c2c(Cc3nnc(C)s3)cc(F)cc12,SCO-VAN-260-7
735,CC(=O)NCCc1c[nH]c2c(CN3CCN(C(C)=O)CC3)cccc12,PAT-UNK-b2d-4
736,OCc1ccncc1-c1nc[nH]c1Cc1[nH]cnc1CCl,MUS-SCH-c2f-8
737,NC(=O)C1CCN(C/C=C(\C(=O)Nc2ccccc2)c2cccnc2)CC1,BEN-DND-031-7
738,Cc1cnc2c(-c3ccnc(N)c3)c(-c3ccc(F)cc3)nn2c1,ÁLV-UNI-7ff-26
739,C=CC1=C(NCC(=O)NC2C=NC=CC2)C(C)C(C(C)(C)C)=C1O,JON-UIO-f97-2
740,Cc1ccc(C(C)NC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)cc1,WAR-XCH-b68-47
741,CC1COCCN1c1cnc(C#N)c(C(=O)Nc2ccccc2)c1,JOH-UNI-522-12
742,O=C(O)CCCc1cncc(NC(=O)Nc2cccc(O)c2)c1,JAN-LUN-3e0-4
743,CC(=O)N1CCN(Cc2ccc(-c3ncnc(C)c3C)c(F)c2)CC1,BEN-VAN-c98-15
744,N[C@@H]1C[C@H](c2ccsc2)C[C@@H](Nc2cccnc2)O1,MIH-UNI-6b9-4
745,NS(=O)(=O)c1ccc2c(c1)CN(C(=O)Cc1c[nH]c3ncccc13)CCC2,TAM-UNI-c14-8
746,O=C(Cc1cc2[nH]cc(CCc3ncc[nH]3)c2s1)Nc1c[nH]cn1,SAL-INS-cba-6
747,CCCc1c[nH]c2c(Oc3cc(C)cc(S(N)(=O)=O)n3)cc(F)cc12,BEN-VAN-d8f-16
748,CCc1c[nH]c2c(Oc3cc(Cc4cnc[nH]4)ccn3)cc(F)cc12,BEN-VAN-d8f-7
749,NS(=O)(=O)c1ccc2c(c1)CN(CC(=O)Nc1cccnc1)CCC2,TAM-UNI-c14-11
750,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccncc1)NC(=O)CCC1CCCCC1)C(=O)N[C@@H](CC(C)C)C(=O)O,YIA-UNI-f2f-1
751,Cc1ccnc2[nH]c(CC3(c4cccnc4)CCCCC3)nc12,WAR-XCH-b03-1
752,CCNc1cc(NCc2ccc3[nH]ncc3c2)c(C#N)cn1,GAB-REV-df6-5
753,C=Cc1ncc(C)c(CCNC(C)=O)c1NC(=O)N(Cc1ncnc(OC)n1)c1cc(C)ccn1,AGN-NEW-9d2-3
754,NS(=O)(=O)c1ccc(N2CCC(NC3CCCCC3)CC2)cc1,WAR-XCH-b68-24
755,OCc1ccncc1-c1cc(Cc2ccc3ccccc3c2)ccn1,WAR-XCH-b03-15
756,C[NH2+]Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2ccc(CNc3ccc(C#N)cn3)nc2)c1,MAK-UNK-148-17
757,O=C(Cc1c[nH]cn1)Nc1sc2cc[nH]c2c1CC1CCC(O)CC1,SAL-INS-cba-8
758,Cc1ccnc(NC(=O)Cc2ccc3ccccc3c2)c1,ÁLV-UNI-7ff-45
759,O=C(Nc1cccnc1)Nc1ccccc1-c1nnc(CN2CCC=C(F)C2)s1,MAK-UNK-ae3-1
760,CC(=O)NCCc1c[nH]c2c(CCNS(C)(=O)=O)cc(F)cc12,ELE-IMP-dfb-1
761,C[NH2+]Cc1cc(-c2ccccc2F)n(C[NH2+]C)c1,MAK-UNK-095-11
762,CC(C)(C)OC(=O)Nc1ccc(-c2ccccc2CCC(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NC2CC2)[nH]c1=O,HUB-UNK-984-5
763,CC(C)Cc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,RUT-UNI-630-24
764,Oc1cccc(CC2NCC(C(O)CF)c3ccc4c(c32)CCNC4)c1,VIT-UNK-6e6-3
765,CCC(=O)OC(C)n1cc(C[NH2+]C)cc1-c1ccccc1F,MAK-UNK-095-22
766,O=C(Nc1ccc(F)c(F)c1C(=O)N1CCC1)c1nc(C2CC2)cnc1Nc1cncnc1,VOL-CHA-cc8-3
767,CC(=O)c1ccc(Br)c2[nH]c(=O)n(-c3cccnc3)c12,NIM-UNI-36e-3
768,Nc1ccc(CC(=O)N(Cc2csc(F)c2)c2ccc(NC(=O)c3ccccc3)cc2)cn1,RUT-UNI-630-12
769,O=C(CCl)CC1CNC(=O)N1c1cccnc1,NIM-UNI-0ea-5
770,CS(=O)(=O)Nc1cccc(C(=O)OC(=O)Nc2cccc(N3CCCC3=O)c2)c1,MAK-UNK-915-5
771,O=C1CCC(c2nnc(N3CCCC3)n2CCNC(=O)c2cccs2)N1,KUS-THE-322-2
772,CCNc1ccc(F)c(Cc2cccc(NCC(=O)Nc3cccnc3)c2)n1,BEN-VAN-ed8-1
773,Cc1nn(-c2ccc(C(F)(F)F)cn2)c(C)c1CC(=O)NCc1ccc(Cl)cc1,AUS-ARG-7cf-14
774,CC(=O)Nc1cnccc1CCNC(=O)NC1CCCCC1,PET-SGC-c42-1
775,CS(=O)(=O)NC[C@@H](C(=O)N1CCCc2ccncc21)c1ccccc1,DAN-RED-da4-3
776,NS(=O)(=O)c1ccc2c(c1)CN(C(=O)Cc1c[nH]c3ncccc13)CC2,TAM-UNI-c14-5
777,CCc1cnn(C)c1NC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CNS(N)(=O)=O)c1ccccc1,CHA-KIN-bfe-3
778,Cc1c(N)cncc1NC(=O)C(C)c1ccccc1,TRY-UNI-714-14
779,N#CC1(NC(=O)c2cc(N3CCOCC3)ccc2S(N)(=O)=O)CC1,WIL-NOV-649-1
780,C[C@H](C(=O)S)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,MAK-UNK-0d6-15
781,O=c1c2ccccc2n(-c2ccccc2)c(=O)n1-c1cccnc1,RAI-NOV-c18-4
782,N#Cc1cccc(CNC(=O)Cc2c[nH]c3ncccc23)c1,TRY-UNI-1fd-6
783,CC(=O)N1CCN(Cc2cccs2)C2CC(=O)N(c3cnccc3C)C21,DOU-UNK-b53-7
784,Cc1ccncc1NC(=O)NC1(C#Cc2cncnc2)CCCC1,CHR-SOS-6c4-6
785,CCCCOc1ccc(NC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,GAB-FAC-da1-1
786,Cc1ccncc1NC(=O)N1CCN(S(=O)(=O)c2ccsc2)CC1,MAK-UNK-726-5
787,O=C(NCCc1c[nH]c2ccc(F)cc12)NCC1CCCCC1,FRA-LAB-04e-1
788,CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)B(O)O,SER-UNI-400-4
789,CS(=O)(=O)NC[C@@H](C(=O)N1CCOc2ccncc21)c1ccc(Cl)cc1,DAN-RED-da4-12
790,CC(=O)NCCc1c[nH]c2c(C(Nc3cccnc3)C(=O)Nc3ccncc3)cc(F)cc12,TAM-UNI-c14-22
791,NS(=O)(=O)c1ccc(OC2(CC(=O)Nc3cccnc3)CC2)cc1,CHR-SOS-70e-11
792,CC(=O)N1CCN(C(C(=O)Nc2cnccc2C)c2ccsc2)CC1,MAK-UNK-902-17
793,Cc1cccc(C[NH+]2CC[NH+](C(O)C(C)Cl)CC2)c1,MAK-UNK-af8-11
794,O=C(CC1(C#Cc2cccnn2)CCCCC1)Nc1cccnc1,CHR-SOS-b30-6
795,CC(=O)NCCc1c[nH]c2c(CNc3cc4ccccc4[nH]3)cc(F)cc12,GAB-REV-4a4-15
796,O=C(/C=C/c1cnc2ccccc2n1)c1cccc(O)c1,DR.-DNY-ae1-12
797,O=C(Nc1cccnc1)Nc1cccc(F)c1-c1cccc(=O)[nH]1,HUB-UNK-984-14
798,O=C(CN1CCN(C(=O)Cc2c[nH]c3ncccc23)CC1)NCCc1c[nH]c2ccc(F)cc12,MAK-UNK-105-8
799,NS(=O)(=O)c1ccc(N2CCC(N3CCSCC3)CC2)cc1,WAR-XCH-b72-12
800,CCOc1cnc(-c2cnccc2C)cc1-c1cccc(C(=O)Nc2ccco2)c1,BEN-VAN-578-13
801,COC(=O)C#Cc1ccc(CNC(=O)N2CCOCC2)cc1,PAT-GYR-359-3
802,C[C@H](C(=O)[O-])c1ccc2c(c1)[nH]c1cnc(Cl)nc12,MAK-UNK-0d6-28
803,O=C(O)CC1=CC2C(NC(=O)Nc3cccc(O)c3)=CNC2N=C1,JAN-LUN-3e0-6
804,O=C(CF)N1CCN(CN2CCCOCC2)CC1,JOH-UNI-27a-2
805,Cc1ccncc1NC(=O)Cc1nc2cccc(C)c2o1,GAB-REV-70c-23
806,C=Cc1ncc(C)c(CCNC(=O)CN2CCOCC2)c1NC(=O)N(Cc1ncnc(OC)n1)c1cc(C)ccn1,AGN-NEW-9d2-5
807,NC(=O)C1Cc2ccccc2N(CC(=O)Nc2cnccn2)C1,BAR-COM-4e0-21
808,C[C@H]1c2c(cc([S@@](C)(=N)=O)nc2F)N(C2CCOCC2)CC1(F)F,DAV-AUT-fa2-2
809,N#Cc1ccc(CN/C(=C2/C=CC(C3=NCC(c4ccc(C#N)nc4)CC3)=CN2)N2CCOCC2)cc1,MAK-UNK-995-1
810,CN1CCN(C(=O)Cc2c[nH]c3ncc(CNC(=O)NC4CCCCC4)cc23)CC1,NIC-UNI-f08-2
811,O=C(Nc1ccc(-c2nnc(CN3CCC=C(F)C3)s2)cc1)Nc1cccnc1,MAK-UNK-ae3-7
812,C[C@H](C(=O)[O-])c1ccc2c(c1)[nH]c1ncc(Cl)nc12,MAK-UNK-0d6-29
813,COCCc1cc(Br)sc1C1(N2CCN(C#N)CC2)CC1,JOH-UNI-27a-41
814,O=C(Nc1ccccc1)Nc1cnccc1CCNC(=O)NC1CCCCC1,DAR-DIA-033-1
815,CCCc1cc(CC)cc2c(CN(C)C)c[nH]c12,DAR-DIA-eac-34
816,CN1CCN(C(=O)Cc2c[nH]c3ncc(CNC(=O)c4ccccc4)cc23)CC1,NIC-UNI-f08-1
817,O=C(/C=C/c1cnc2ccccc2n1)c1ccc(Cl)cc1,DR.-DNY-ae1-3
818,O=C(NCc1ccccn1)[C@H]1CCC[C@H]1c1ccsc1,ANT-DIA-045-4
819,CCNc1ccc(C#N)cc1C(=O)N1CCN(C(C)=O)CC1,JAN-GHE-fd8-7
820,Cc1cc(CN(CNC(=O)C2CCCCC2)C(=O)N/C=C/CC(C)C)no1,ALI-DIA-59c-7
821,CCNc1[nH+]cc(C#N)cc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516-14
822,O=C1NC(CCC(=O)N(c2cccnc2)c2c[nH]c3ncncc23)CC1F,LEO-EVO-0d2-3
823,C[NH2+]Cc1cc(-c2cc(CNc3ccc(C#N)cn3)ccc2F)n(S(=O)(=O)c2cccnc2)c1,MAK-UNK-148-22
824,N#Cc1ccc(Nc2cccc(NC(=O)Nc3cccnc3)c2)nc1,MAK-UNK-30a-11
825,C[NH2+]C1CCCC(C2Cc3c(ccc(O)c3O)C(C[NH3+])O2)C1,MAK-UNK-011-1
826,N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCc1cccc(C(=O)N2CCSCC2)c1,JOO-IND-926-2
827,O=C(Cc1cncc2ccccc12)Nc1ccccc1,DAR-DIA-23a-20
828,Cc1ccncc1NCc1ccncc1NC1(C#Cc2ccccn2)CCCCC1,WAR-XCH-bdd-45
829,CCNc1ncc(C#N)cc1CNc1ccno1,JAN-UNI-2e9-4
830,c1ccc(N(Cc2ccsc2)Cc2cccc(CN3CCOCC3)c2)cc1,JAR-KUA-672-7
831,O=C(Nc1ccccc1)Nc1cnccc1N1CCN(C(=O)Cc2c[nH]c3ncccc23)CC1,MAK-UNK-de8-6
832,Cc1ccncc1NC(=O)[C@@H](CNS(C)(=O)=O)c1ccccc1,PED-UNI-5b7-1
833,CCC(C)C(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccccc1)NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)NC(C=O)CO,ABH-HOE-1cb-4
834,Cc1nn(C)c(NC(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CNS(N)(=O)=O)c2ccccc2)c1Cl,CHA-KIN-bfe-7
835,Cc1nc(-c2c(C#N)n(-c3cccnc3)c(=O)n2-c2cccc(F)c2)co1,STE-UNK-286-1
836,CCn1c(C(=O)COc2ccc(C)cc2)cnc1C[NH+]1CCC(O)CC1,MAK-UNK-ace-23
837,O=C(NCc1cncs1)Nc1cccc(N2CCOCC2)c1,BAR-COM-4e0-58
838,Cc1ccnc2[nH]c(C3(C#CC4CCCCC4)CCCCC3)nc12,WAR-XCH-79d-14
839,O=C(O)CC1=CC2C(NC(=O)Nc3cccc(O)c3)=CNC2N=C1,JAN-LUN-3e0-6
840,COC(=O)C1C(=O)C[C@H](Cc2ccc3ccc(S(N)(=O)=O)cc3c2)O[C@H]1c1cccnc1,NIM-UNI-b87-4
841,COC(=O)C1C(=O)C[C@@H](Cc2cccc(Cl)c2)O[C@H]1c1cccnc1,NIM-UNI-b87-1
842,OCc1ccncc1-c1nc[nH]c1Cc1ncccc1Cl,MUS-SCH-c2f-10
843,CC(=O)NCCc1c[nH]c2c(CC(=O)Nc3cnccc3C)cc(F)cc12,PET-SGC-1c3-1
844,O=C(Cc1cncc(Cl)c1)Nc1cccnc1,DAR-DIA-23a-16
845,c1cncc(-c2cncc(CN3CCCCCc4ccccc4C3)c2)c1,RIC-ARG-a8e-6
846,Cc1cccc([C@H](C)c2cc(CN)c(CC(=O)O)cc2C)c1,AMI-SHA-46b-1
847,NS(=O)(=O)c1ccc(N2CCC(Nc3ccccc3)CC2)cc1,WAR-XCH-b68-29
848,O=C1Nc2ccccc2C1(c1ccccc1)c1ccccc1O,NAU-LAT-ec9-5
849,CC(=O)N1CCN(Cc2ccc3nc(C(N)=O)ccc3c2C)C[C@@H](c2cccnc2)C1,KEI-UNI-85a-7
850,N#CCNC(=O)c1cc(N2CCOCC2)ccc1S(N)(=O)=O,WIL-NOV-649-2
851,O=C(Nc1ccncn1)Nc1sc2cc(CCc3ncc[nH]3)[nH]c2c1CC1CCC(O)CC1,SAL-INS-316-1
852,N#Cc1ccc(CCCNC(=O)CC(O)O)cc1,NEL-UNI-146-3
853,N=C(N)NCCC[C@H](NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CO)C(=O)O,SAL-INS-68b-1
854,COc1cccc(NC(=O)Cc2cccc(CS(N)(=O)=O)c2)c1,CHA-MCP-852-6
855,Cc1ccncc1Cc1n[nH]cc1-c1c(C)c(C2CC2)cc2scnc12,STE-UNK-07e-1
856,C=S(=C)(c1ccsc1)N1CCN2C(=O)CC(=O)Nc3cnccc3C2C1,MAK-UNK-bdd-1
857,Cc1cccc(C(O)/C=N/S(C)(=O)=O)c1,MAK-UNK-af8-4
858,Cc1coc(NC(=O)Nc2cccnc2)n1,DAR-DIA-842-7
859,CCNc1ncc(C#N)cc1CN1CCC(O)CC1,JAN-UNI-2e9-3
860,O=C(Nc1cccnc1)Nc1ccccc1CCC1(O)C[NH2+]C1,BAR-COM-569-5
861,CC(=O)NC(C(=O)NC(C#CBr)NC(=O)N(CC1C=C(C)C=N1)C(=O)Nc1ccccc1)[C@@H](C)O,MAT-CRI-83f-1
862,O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccccc1,CHR-SOS-709-6
863,Cc1cccc(C[NH+]2CCN(C(=O)C(Cl)NC=O)CC2)c1,MAK-UNK-af8-10
864,C[NH2+]CC1=CC(OC(=O)c2ccc(S(N)(=O)=O)cc2)(S(=O)(=O)c2cccnc2)C(c2ccccc2F)=C1,MAK-UNK-de9-14
865,CCc1cc(OC2CCCCC2)c2[nH]cc(CN(C)C)c2c1,DAR-DIA-eac-27
866,CC(=O)Nc1cnccc1-c1ccncc1NC(=O)Nc1ccccc1,MAK-UNK-129-6
867,Cc1ccncc1NC(=O)c1cccc(NC(=O)Nc2cccnc2)c1,MAK-UNK-129-11
868,O=S(=O)(Cc1nnc(CN2CCC=C(F)C2)s1)NCCc1ccccc1,MAK-UNK-814-1
869,CC(=O)NCCc1c[nH]c2c(CN3CCN(C(=O)C#N)CC3)cc(F)cc12,NAU-LAT-f72-2
870,O=C1CN(c2nnc(C3CCC(=O)N3)n2CCn2cc(Cl)cn2)CCN1,KUS-THE-322-7
871,O=C(Nc1cccnc1)Nc1cccc(N2CCN(C(=O)Cc3c[nH]c4ncccc34)CC2)c1,MAK-UNK-de8-2
872,C=CCn1c(C(=O)N2CCN(C/C=C/c3ccccc3)CC2)cs/c1=N\N=C\C=C\c1ccco1,GUZ-UNI-167-1
873,Cc1ccncc1Nc1cc(-c2ccccc2CCS(N)(=O)=O)cc(N)n1,MIH-UNI-339-3
874,O=C(Cc1cnccc1CCNC(=O)NC1CCCCC1)Nc1ccccc1,DAR-DIA-033-2
875,CC(=O)NCCc1c[nH]c2c(CNc3ccc4c(c3)C(=O)NC4)cc(F)cc12,GAB-REV-4a4-4
876,O=C(Nc1ccc(N(Cc2csc(F)c2)C(=O)Cn2nnc3ccccc32)cc1)c1ccccc1,RUT-UNI-630-9
877,O=C(NCCNc1ccnc2cc(Cl)ccc12)Nc1ccc(F)cc1,GAB-FAC-880-1
878,O=C(Nc1cccnc1)N(CCN1CC[NH2+]CC1)c1cccc(Cl)c1,JOR-UNI-2fc-10
879,NS(=O)(=O)C[NH2+]CCc1cscc1C[NH+]1CCC(O)CC1,MAK-UNK-1cb-6
880,O=C(Nc1cccnc1)Nc1ccccc1C(=O)NCCc1c[nH]c2ccc(F)cc12,MAK-UNK-37f-1
881,OC1CCC(Cc2csc3c(CCc4ncc[nH]4)c[nH]c23)CC1,SAL-INS-316-4
882,O=C(/C=C\C1C=CC(N2CCCOCC2)CN1)c1ccncc1,AUS-WAB-916-2
883,COc1cccc(NC(=O)Nc2cccc(C#N)c2)c1,ANN-UNI-263-6
884,Cc1ccncc1NC(=O)C(C)C1CCCCC1,TRY-UNI-714-16
885,Nc1nc[nH]c(=O)c1CC[NH+]1CCCOCC1,MAK-UNK-995-16
886,Cc1nnc(Cc2nccc3ccc(S(N)(=O)=O)cc23)s1,NAU-LAT-42d-6
887,CNc1ncc(C#N)cc1Oc1ccccc1,LIZ-THE-702-1
888,O=C(Cc1ccccc1)Nc1cnccc1CCNC(=O)NC1CCCCC1,DAR-DIA-033-7
889,C[NH2+]Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1OC(=O)c1ccc(S(N)(=O)=O)cc1,MAK-UNK-de9-15
890,Cc1c(N)cncc1NC(=O)Cc1cccc(Cl)c1,TRY-UNI-714-3
891,Cc1ccncc1Nc1ccc(CCS(N)(=O)=O)c(N)n1,MIH-UNI-339-4
892,Cc1cnc2c(-c3cccc4[nH]ncc34)c(-c3ccc(F)cc3)nn2c1,ÁLV-UNI-7ff-21
893,O=C(CC1(C#Cc2cc[nH]n2)CCCCC1)Nc1cccnc1,CHR-SOS-54d-7
894,CN(C)C(=O)C1CCN(C(=O)c2cccc(Cc3ccc4c(n3)COC[C@@H]4N)c2)CC1,LUI-IND-a1b-3
895,Nc1ccc(CCC(=O)N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,RUT-UNI-630-23
896,N#Cc1ccc(Nc2cccc(NC(=O)Nc3cccnc3)c2)nc1,MAK-UNK-30a-11
897,CCOc1ccccc1/C=C/C(=O)c1cc(Cl)cc(I)c1O,DR.-SHR-2ae-8
898,O=C(Cc1cncnc1)Nc1cccc(OC2CC(=O)N2)c1,BAR-COM-4e0-39
899,C[NH2+]Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1N1CCCc2ccc(S(N)(=O)=O)cc21,MAK-UNK-9a6-12
900,O=C(NC(Cc1ccccc1)C(=O)NCc1ccno1)OCc1ccccc1,BAR-COM-4e0-19
901,CN1CCN(C(=O)c2ccccc2NC(=O)C(O)c2cccnc2)CC1,BAR-COM-4e0-24
902,O=C(Nc1cccnc1)Nc1cccc(CCCc2ccc[nH]2)c1,BAR-COM-21d-3
903,CN(C)CCc1c[nH]c2ccccc12,JOH-MSK-a63-10
904,CC(=O)N1CCO[C@H](c2ccc(F)c(CO[C@H](C)Nc3cccnc3Cl)c2)C1,BEN-VAN-77c-1
905,CCCc1c[nH]c2c(Oc3cc(-c4cnc[nH]4)ccn3)cc(F)c(Cl)c12,BEN-VAN-d8f-9
906,Cc1ccncc1CC(=O)N(Cc1ccn(C)c1)c1ccc(NC(=O)c2ccccc2)cc1,RUT-UNI-630-7
907,Cc1cc(F)cc(-c2nc(-c3cccnc3)nc3ccccc23)c1,WAR-XCH-bdd-17
908,Cc1ccc(S(=O)(=O)NCc2ccccc2C#N)c(C)c1,WAR-XCH-79d-2
909,Cc1cnc2c(-c3ccncc3)c(-c3ccc(F)cc3)nn2c1,ÁLV-UNI-7ff-10
910,N#Cc1ccc(NCc2cccc(NC(=O)Nc3cccnc3)c2)nc1,MAK-UNK-30a-6
911,CC(=O)NC(Cc1ccc(O)cc1)c1nnc(C(C)C)o1,VOL-CHA-d66-5
912,O=C(Cc1c[nH]cn1)Nc1cc2[nH]cc(CCc3ncc[nH]3)c2s1,SAL-INS-cba-7
913,CN1CC([NH2+]Cc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)Cc2ccc(S(N)(=O)=O)cc21,MAK-UNK-9a6-30
914,N#Cc1ccc(NCC[NH2+]Cc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)nc1,MAK-UNK-148-8
915,COc1ccc(N(c2cc(C)cc(F)c2)C2CCC(O)CC2)cc1,WAR-XCH-bdd-5
916,CCNc1ncc(C#N)cc1CCc1ccc2c(c1)C(=O)NC2,MAK-UNK-516-25
917,CN1CCN(CC(=O)Nc2cnccc2CCNC(=O)NC2CCCCC2)CC1,DAR-DIA-033-6
918,CCc1ccccc1Nc1nc(N)nc(CSc2nnc3ccccn23)n1,SER-UNI-985-4
919,CC(=O)NCCNCc1cc(C#N)cnc1NC1CC1,JAN-GHE-fd8-11
920,Cn1cc(CC2=C[C@@H](c3cccc(Cl)c3)[C@@H](C(N)=O)C2)cn1,DAR-DIA-43a-11
921,CN(C)Cc1cc(-c2ccccc2)n(S(=O)(=O)c2cccnc2)c1,ANT-OPE-a51-1
922,CCNc1ncc(C#N)cc1Oc1c(C)n(C)n(-c2ccccc2)c1=O,GAB-REV-df6-14
923,Cc1ccncc1NC(=O)CN(C)c1cc2ccccc2[nH]1,GAB-REV-70c-7
924,O=C(CCl)CNC(=O)CC(=O)NCc1ccccc1,GIA-UNK-3f3-5
925,O=C(Cc1ccccc1)N(C(=O)NC1CC1)c1cccnc1,MIC-SGC-657-7
926,CC(=O)N1CCN(Cc2cccc(CCS(N)(=O)=O)c2)CC1,JAN-GHE-1d9-2
927,COc1cccc(NC(=O)Cc2cccc(CCNC(C)=O)c2)c1,CHA-MCP-852-3
928,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,ALE-UNK-fca-1
929,O=C(CC1CCCCC1)Nc1cnccc1CCNC(=O)NC1CCCCC1,DAR-DIA-033-5
930,CC(=O)NCCc1c[nH]c2c(NS(=O)(=O)Cc3ccc4[nH]ncc4c3)cc(F)cc12,GAB-REV-4a4-12
931,O=C(CC1CCCCC1)Nc1cccnc1S(=O)(=O)NCCc1ccccc1,MAK-UNK-b2c-1
932,Cc1nnc(CC(C(=O)NC2=CN=C3C=CC=CC23)C(C)CCCc2ccc(S(N)(=O)=O)cc2)s1,WAL-WAB-9cb-2
933,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc2ccccc2c1,OLE-CAR-5b1-6
934,NS(=O)(=O)c1ccc(N2CCC(Nc3cccs3)CC2)cc1,WAR-XCH-b68-33
935,NC(=O)c1ccc(N2[Se]C3C=CC=CC3C2=O)cc1,AMI-CSI-2ea-4
936,CC1C(O)CCCN1C(C(=O)N1CCN(Cc2cccs2)CC1)c1ccccc1,MAK-UNK-b1d-7
937,Cc1cc(C(C)(C)C)ccc1OC[C@H](O)Cn1cnccc1=O,FRA-BIO-8bf-7
